dat_site,LCT_shared,abundance,p_a
koe3 2020 7 23,Hypomesus pretiosus,0,0
koe3 2020 7 23,Jordania zonope,0,0
koe3 2020 7 23,Lepidogobius lepidus,0,0
koe3 2020 7 23,Lepidopsetta1,0,0
koe3 2020 7 23,Leptocottus armatus,0,0
koe3 2020 7 23,Lumpenus sagitta,0,0
koe3 2020 7 23,Microgadus proximus,0,0
koe3 2020 7 23,Myoxocephalus1,0,0
koe3 2020 7 23,Odontopyxis trispinosa,0,0
koe3 2020 7 23,Oligocottus rimensis,0,0
koe3 2020 7 23,Oligocottus1,0,0
koe3 2020 7 23,Oncorhynchus kisutch,0,0
koe3 2020 7 23,Oncorhynchus tshawytscha,0,0
koe3 2020 7 23,Ophiodon elongatus,0,0
koe3 2020 7 23,Oxylebius pictus,0,0
koe3 2020 7 23,Pallasina barbata,0,0
koe3 2020 7 23,Pholis1,0,0
koe3 2020 7 23,Platichthys stellatus,0,0
koe3 2020 7 23,Pleuronectidae1,0,0
koe3 2020 7 23,Pleuronichthys coenosus,0,0
koe3 2020 7 23,Rhacochilus vacca,0,0
koe3 2020 7 23,Rhinogobiops nicholsii,0,0
koe3 2020 7 23,Rimicola muscarum,0,0
koe3 2020 7 23,Salvelinus malma,0,0
koe3 2020 7 23,Scorpaenichthys marmoratus,0,0
koe3 2020 7 23,Sebastes paucispinis,0,0
koe3 2020 7 23,Sebastes1,0,0
koe3 2020 7 23,Sebastes2,0,0
koe3 2020 7 23,Synchirus gilli,0,0
koe3 2020 7 23,Syngnathus leptorhynchus,1,1
koe3 2020 7 23,Trichodon trichodon,0,0
pba 2018 7 10,Ammodytes1,0,0
pba 2018 7 10,Amphistichus rhodoterus,0,0
pba 2018 7 10,Anoplarchus1,0,0
pba 2018 7 10,Apodichthys flavidus,0,0
pba 2018 7 10,Artedius1,0,0
pba 2018 7 10,Ascelichthys rhodorus,0,0
pba 2018 7 10,Aulorhynchus flavidus,0,0
pba 2018 7 10,Blepsias cirrhosus,0,0
pba 2018 7 10,Brachyistius frenatus,0,0
pba 2018 7 10,Chitonotus pugetensis,0,0
pba 2018 7 10,Citharichthys1,20,1
pba 2018 7 10,Clinocottus acuticeps,0,0
pba 2018 7 10,Clupea pallasii,0,0
pba 2018 7 10,Cymatogaster aggregata,97,1
pba 2018 7 10,Embiotoca lateralis,1,1
pba 2018 7 10,Enophrys bison,2,1
pba 2018 7 10,Gadus chalcogrammus,0,0
pba 2018 7 10,Gadus macrocephalus,0,0
pba 2018 7 10,Gasterosteus aculeatus,137,1
pba 2018 7 10,Gibbonsia metzi,0,0
pba 2018 7 10,Gobiesox maeandricus,0,0
pba 2018 7 10,Hemilepidotus hemilepidotus,0,0
pba 2018 7 10,Hexagrammos decagrammus,0,0
pba 2018 7 10,Hexagrammos stelleri,1,1
pba 2018 7 10,Hexagrammos1,0,0
pba 2018 7 10,Hypomesus pretiosus,0,0
pba 2018 7 10,Jordania zonope,0,0
pba 2018 7 10,Lepidogobius lepidus,0,0
pba 2018 7 10,Lepidopsetta1,0,0
pba 2018 7 10,Leptocottus armatus,3,1
pba 2018 7 10,Lumpenus sagitta,3,1
pba 2018 7 10,Microgadus proximus,0,0
pba 2018 7 10,Myoxocephalus1,19,1
pba 2018 7 10,Odontopyxis trispinosa,0,0
pba 2018 7 10,Oligocottus rimensis,0,0
pba 2018 7 10,Oligocottus1,15,1
pba 2018 7 10,Oncorhynchus kisutch,0,0
pba 2018 7 10,Oncorhynchus tshawytscha,0,0
pba 2018 7 10,Ophiodon elongatus,2,1
pba 2018 7 10,Oxylebius pictus,0,0
pba 2018 7 10,Pallasina barbata,0,0
pba 2018 7 10,Pholis1,0,0
pba 2018 7 10,Platichthys stellatus,0,0
pba 2018 7 10,Pleuronectidae1,40,1
pba 2018 7 10,Pleuronichthys coenosus,0,0
pba 2018 7 10,Rhacochilus vacca,6,1
pba 2018 7 10,Rhinogobiops nicholsii,1,1
pba 2018 7 10,Rimicola muscarum,0,0
pba 2018 7 10,Salvelinus malma,0,0
pba 2018 7 10,Scorpaenichthys marmoratus,2,1
pba 2018 7 10,Sebastes paucispinis,0,0
pba 2018 7 10,Sebastes1,0,0
pba 2018 7 10,Sebastes2,0,0
pba 2018 7 10,Synchirus gilli,0,0
pba 2018 7 10,Syngnathus leptorhynchus,2,1
pba 2018 7 10,Trichodon trichodon,0,0
pba 2018 8 25,Ammodytes1,0,0
pba 2018 8 25,Amphistichus rhodoterus,0,0
pba 2018 8 25,Anoplarchus1,0,0
pba 2018 8 25,Apodichthys flavidus,0,0
pba 2018 8 25,Artedius1,0,0
pba 2018 8 25,Ascelichthys rhodorus,0,0
pba 2018 8 25,Aulorhynchus flavidus,4,1
pba 2018 8 25,Blepsias cirrhosus,0,0
pba 2018 8 25,Brachyistius frenatus,0,0
pba 2018 8 25,Chitonotus pugetensis,0,0
pba 2018 8 25,Citharichthys1,13,1
pba 2018 8 25,Clinocottus acuticeps,0,0
pba 2018 8 25,Clupea pallasii,0,0
pba 2018 8 25,Cymatogaster aggregata,9,1
pba 2018 8 25,Embiotoca lateralis,1,1
pba 2018 8 25,Enophrys bison,0,0
pba 2018 8 25,Gadus chalcogrammus,0,0
pba 2018 8 25,Gadus macrocephalus,0,0
pba 2018 8 25,Gasterosteus aculeatus,618,1
pba 2018 8 25,Gibbonsia metzi,0,0
pba 2018 8 25,Gobiesox maeandricus,0,0
pba 2018 8 25,Hemilepidotus hemilepidotus,1,1
pba 2018 8 25,Hexagrammos decagrammus,0,0
pba 2018 8 25,Hexagrammos stelleri,0,0
pba 2018 8 25,Hexagrammos1,0,0
pba 2018 8 25,Hypomesus pretiosus,0,0
pba 2018 8 25,Jordania zonope,0,0
pba 2018 8 25,Lepidogobius lepidus,0,0
pba 2018 8 25,Lepidopsetta1,0,0
pba 2018 8 25,Leptocottus armatus,11,1
pba 2018 8 25,Lumpenus sagitta,0,0
pba 2018 8 25,Microgadus proximus,0,0
pba 2018 8 25,Myoxocephalus1,4,1
pba 2018 8 25,Odontopyxis trispinosa,0,0
pba 2018 8 25,Oligocottus rimensis,0,0
pba 2018 8 25,Oligocottus1,17,1
pba 2018 8 25,Oncorhynchus kisutch,0,0
pba 2018 8 25,Oncorhynchus tshawytscha,0,0
pba 2018 8 25,Ophiodon elongatus,0,0
pba 2018 8 25,Oxylebius pictus,0,0
pba 2018 8 25,Pallasina barbata,0,0
pba 2018 8 25,Pholis1,1,1
pba 2018 8 25,Platichthys stellatus,0,0
pba 2018 8 25,Pleuronectidae1,17,1
pba 2018 8 25,Pleuronichthys coenosus,0,0
pba 2018 8 25,Rhacochilus vacca,0,0
pba 2018 8 25,Rhinogobiops nicholsii,0,0
pba 2018 8 25,Rimicola muscarum,0,0
pba 2018 8 25,Salvelinus malma,0,0
pba 2018 8 25,Scorpaenichthys marmoratus,0,0
pba 2018 8 25,Sebastes paucispinis,0,0
pba 2018 8 25,Sebastes1,0,0
pba 2018 8 25,Sebastes2,0,0
pba 2018 8 25,Synchirus gilli,0,0
pba 2018 8 25,Syngnathus leptorhynchus,13,1
pba 2018 8 25,Trichodon trichodon,0,0
pba 2019 7 31,Ammodytes1,0,0
pba 2019 7 31,Amphistichus rhodoterus,0,0
pba 2019 7 31,Anoplarchus1,0,0
pba 2019 7 31,Apodichthys flavidus,0,0
pba 2019 7 31,Artedius1,2,1
pba 2019 7 31,Ascelichthys rhodorus,0,0
pba 2019 7 31,Aulorhynchus flavidus,6,1
pba 2019 7 31,Blepsias cirrhosus,0,0
pba 2019 7 31,Brachyistius frenatus,2,1
pba 2019 7 31,Chitonotus pugetensis,0,0
pba 2019 7 31,Citharichthys1,0,0
pba 2019 7 31,Clinocottus acuticeps,0,0
pba 2019 7 31,Clupea pallasii,0,0
pba 2019 7 31,Cymatogaster aggregata,511,1
pba 2019 7 31,Embiotoca lateralis,10,1
pba 2019 7 31,Enophrys bison,0,0
pba 2019 7 31,Gadus chalcogrammus,0,0
pba 2019 7 31,Gadus macrocephalus,0,0
pba 2019 7 31,Gasterosteus aculeatus,4624,1
pba 2019 7 31,Gibbonsia metzi,0,0
pba 2019 7 31,Gobiesox maeandricus,0,0
pba 2019 7 31,Hemilepidotus hemilepidotus,0,0
pba 2019 7 31,Hexagrammos decagrammus,2,1
pba 2019 7 31,Hexagrammos stelleri,0,0
pba 2019 7 31,Hexagrammos1,0,0
pba 2019 7 31,Hypomesus pretiosus,0,0
pba 2019 7 31,Jordania zonope,0,0
pba 2019 7 31,Lepidogobius lepidus,0,0
pba 2019 7 31,Lepidopsetta1,0,0
pba 2019 7 31,Leptocottus armatus,12,1
pba 2019 7 31,Lumpenus sagitta,0,0
pba 2019 7 31,Microgadus proximus,1,1
pba 2019 7 31,Myoxocephalus1,0,0
pba 2019 7 31,Odontopyxis trispinosa,0,0
pba 2019 7 31,Oligocottus rimensis,0,0
pba 2019 7 31,Oligocottus1,3,1
pba 2019 7 31,Oncorhynchus kisutch,0,0
pba 2019 7 31,Oncorhynchus tshawytscha,0,0
pba 2019 7 31,Ophiodon elongatus,0,0
pba 2019 7 31,Oxylebius pictus,0,0
pba 2019 7 31,Pallasina barbata,0,0
pba 2019 7 31,Pholis1,6,1
pba 2019 7 31,Platichthys stellatus,1,1
pba 2019 7 31,Pleuronectidae1,0,0
pba 2019 7 31,Pleuronichthys coenosus,0,0
pba 2019 7 31,Rhacochilus vacca,0,0
pba 2019 7 31,Rhinogobiops nicholsii,0,0
pba 2019 7 31,Rimicola muscarum,0,0
pba 2019 7 31,Salvelinus malma,0,0
pba 2019 7 31,Scorpaenichthys marmoratus,1,1
pba 2019 7 31,Sebastes paucispinis,0,0
pba 2019 7 31,Sebastes1,0,0
pba 2019 7 31,Sebastes2,0,0
pba 2019 7 31,Synchirus gilli,0,0
pba 2019 7 31,Syngnathus leptorhynchus,88,1
pba 2019 7 31,Trichodon trichodon,0,0
pba 2020 7 21,Ammodytes1,0,0
pba 2020 7 21,Amphistichus rhodoterus,0,0
pba 2020 7 21,Anoplarchus1,0,0
pba 2020 7 21,Apodichthys flavidus,0,0
pba 2020 7 21,Artedius1,4,1
pba 2020 7 21,Ascelichthys rhodorus,0,0
pba 2020 7 21,Aulorhynchus flavidus,0,0
pba 2020 7 21,Blepsias cirrhosus,0,0
pba 2020 7 21,Brachyistius frenatus,3,1
pba 2020 7 21,Chitonotus pugetensis,0,0
pba 2020 7 21,Citharichthys1,7,1
pba 2020 7 21,Clinocottus acuticeps,0,0
pba 2020 7 21,Clupea pallasii,0,0
pba 2020 7 21,Cymatogaster aggregata,356,1
pba 2020 7 21,Embiotoca lateralis,3,1
pba 2020 7 21,Enophrys bison,0,0
pba 2020 7 21,Gadus chalcogrammus,0,0
pba 2020 7 21,Gadus macrocephalus,0,0
pba 2020 7 21,Gasterosteus aculeatus,72,1
pba 2020 7 21,Gibbonsia metzi,0,0
pba 2020 7 21,Gobiesox maeandricus,0,0
pba 2020 7 21,Hemilepidotus hemilepidotus,0,0
pba 2020 7 21,Hexagrammos decagrammus,0,0
pba 2020 7 21,Hexagrammos stelleri,0,0
pba 2020 7 21,Hexagrammos1,0,0
pba 2020 7 21,Hypomesus pretiosus,0,0
pba 2020 7 21,Jordania zonope,0,0
pba 2020 7 21,Lepidogobius lepidus,0,0
pba 2020 7 21,Lepidopsetta1,0,0
pba 2020 7 21,Leptocottus armatus,3,1
pba 2020 7 21,Lumpenus sagitta,0,0
pba 2020 7 21,Microgadus proximus,0,0
pba 2020 7 21,Myoxocephalus1,0,0
pba 2020 7 21,Odontopyxis trispinosa,0,0
pba 2020 7 21,Oligocottus rimensis,0,0
pba 2020 7 21,Oligocottus1,4,1
pba 2020 7 21,Oncorhynchus kisutch,0,0
pba 2020 7 21,Oncorhynchus tshawytscha,0,0
pba 2020 7 21,Ophiodon elongatus,14,1
pba 2020 7 21,Oxylebius pictus,0,0
pba 2020 7 21,Pallasina barbata,0,0
pba 2020 7 21,Pholis1,2,1
pba 2020 7 21,Platichthys stellatus,1,1
pba 2020 7 21,Pleuronectidae1,1,1
pba 2020 7 21,Pleuronichthys coenosus,0,0
pba 2020 7 21,Rhacochilus vacca,0,0
pba 2020 7 21,Rhinogobiops nicholsii,0,0
pba 2020 7 21,Rimicola muscarum,0,0
pba 2020 7 21,Salvelinus malma,0,0
pba 2020 7 21,Scorpaenichthys marmoratus,0,0
pba 2020 7 21,Sebastes paucispinis,0,0
pba 2020 7 21,Sebastes1,0,0
pba 2020 7 21,Sebastes2,0,0
pba 2020 7 21,Synchirus gilli,0,0
pba 2020 7 21,Syngnathus leptorhynchus,14,1
pba 2020 7 21,Trichodon trichodon,0,0
ppo 2018 7 11,Ammodytes1,0,0
ppo 2018 7 11,Amphistichus rhodoterus,0,0
ppo 2018 7 11,Anoplarchus1,0,0
ppo 2018 7 11,Apodichthys flavidus,1,1
ppo 2018 7 11,Artedius1,0,0
ppo 2018 7 11,Ascelichthys rhodorus,0,0
ppo 2018 7 11,Aulorhynchus flavidus,1,1
ppo 2018 7 11,Blepsias cirrhosus,72,1
ppo 2018 7 11,Brachyistius frenatus,0,0
ppo 2018 7 11,Chitonotus pugetensis,3,1
ppo 2018 7 11,Citharichthys1,4,1
ppo 2018 7 11,Clinocottus acuticeps,0,0
ppo 2018 7 11,Clupea pallasii,6,1
ppo 2018 7 11,Cymatogaster aggregata,55,1
ppo 2018 7 11,Embiotoca lateralis,0,0
ppo 2018 7 11,Enophrys bison,2,1
ppo 2018 7 11,Gadus chalcogrammus,0,0
ppo 2018 7 11,Gadus macrocephalus,0,0
ppo 2018 7 11,Gasterosteus aculeatus,1,1
ppo 2018 7 11,Gibbonsia metzi,0,0
ppo 2018 7 11,Gobiesox maeandricus,0,0
ppo 2018 7 11,Hemilepidotus hemilepidotus,5,1
ppo 2018 7 11,Hexagrammos decagrammus,0,0
ppo 2018 7 11,Hexagrammos stelleri,0,0
ppo 2018 7 11,Hexagrammos1,0,0
ppo 2018 7 11,Hypomesus pretiosus,0,0
ppo 2018 7 11,Jordania zonope,0,0
ppo 2018 7 11,Lepidogobius lepidus,0,0
ppo 2018 7 11,Lepidopsetta1,0,0
ppo 2018 7 11,Leptocottus armatus,0,0
ppo 2018 7 11,Lumpenus sagitta,0,0
ppo 2018 7 11,Microgadus proximus,0,0
ppo 2018 7 11,Myoxocephalus1,4,1
ppo 2018 7 11,Odontopyxis trispinosa,1,1
ppo 2018 7 11,Oligocottus rimensis,0,0
ppo 2018 7 11,Oligocottus1,44,1
ppo 2018 7 11,Oncorhynchus kisutch,0,0
ppo 2018 7 11,Oncorhynchus tshawytscha,0,0
ppo 2018 7 11,Ophiodon elongatus,124,1
ppo 2018 7 11,Oxylebius pictus,0,0
ppo 2018 7 11,Pallasina barbata,0,0
ppo 2018 7 11,Pholis1,0,0
ppo 2018 7 11,Platichthys stellatus,0,0
ppo 2018 7 11,Pleuronectidae1,16,1
ppo 2018 7 11,Pleuronichthys coenosus,0,0
ppo 2018 7 11,Rhacochilus vacca,0,0
ppo 2018 7 11,Rhinogobiops nicholsii,3,1
ppo 2018 7 11,Rimicola muscarum,0,0
ppo 2018 7 11,Salvelinus malma,0,0
ppo 2018 7 11,Scorpaenichthys marmoratus,0,0
ppo 2018 7 11,Sebastes paucispinis,0,0
ppo 2018 7 11,Sebastes1,0,0
ppo 2018 7 11,Sebastes2,1,1
ppo 2018 7 11,Synchirus gilli,0,0
ppo 2018 7 11,Syngnathus leptorhynchus,30,1
ppo 2018 7 11,Trichodon trichodon,0,0
ppo 2018 8 23,Ammodytes1,6,1
ppo 2018 8 23,Amphistichus rhodoterus,0,0
ppo 2018 8 23,Anoplarchus1,0,0
ppo 2018 8 23,Apodichthys flavidus,0,0
ppo 2018 8 23,Artedius1,0,0
ppo 2018 8 23,Ascelichthys rhodorus,0,0
ppo 2018 8 23,Aulorhynchus flavidus,1,1
ppo 2018 8 23,Blepsias cirrhosus,2,1
ppo 2018 8 23,Brachyistius frenatus,0,0
ppo 2018 8 23,Chitonotus pugetensis,2,1
ppo 2018 8 23,Citharichthys1,1,1
ppo 2018 8 23,Clinocottus acuticeps,0,0
ppo 2018 8 23,Clupea pallasii,0,0
ppo 2018 8 23,Cymatogaster aggregata,186,1
ppo 2018 8 23,Embiotoca lateralis,1,1
ppo 2018 8 23,Enophrys bison,2,1
ppo 2018 8 23,Gadus chalcogrammus,0,0
ppo 2018 8 23,Gadus macrocephalus,0,0
ppo 2018 8 23,Gasterosteus aculeatus,0,0
ppo 2018 8 23,Gibbonsia metzi,0,0
ppo 2018 8 23,Gobiesox maeandricus,0,0
ppo 2018 8 23,Hemilepidotus hemilepidotus,0,0
ppo 2018 8 23,Hexagrammos decagrammus,0,0
ppo 2018 8 23,Hexagrammos stelleri,0,0
ppo 2018 8 23,Hexagrammos1,0,0
ppo 2018 8 23,Hypomesus pretiosus,0,0
ppo 2018 8 23,Jordania zonope,0,0
ppo 2018 8 23,Lepidogobius lepidus,0,0
ppo 2018 8 23,Lepidopsetta1,0,0
ppo 2018 8 23,Leptocottus armatus,0,0
ppo 2018 8 23,Lumpenus sagitta,0,0
ppo 2018 8 23,Microgadus proximus,0,0
ppo 2018 8 23,Myoxocephalus1,1,1
ppo 2018 8 23,Odontopyxis trispinosa,0,0
ppo 2018 8 23,Oligocottus rimensis,0,0
ppo 2018 8 23,Oligocottus1,88,1
ppo 2018 8 23,Oncorhynchus kisutch,0,0
ppo 2018 8 23,Oncorhynchus tshawytscha,0,0
ppo 2018 8 23,Ophiodon elongatus,0,0
ppo 2018 8 23,Oxylebius pictus,0,0
ppo 2018 8 23,Pallasina barbata,0,0
ppo 2018 8 23,Pholis1,0,0
ppo 2018 8 23,Platichthys stellatus,0,0
ppo 2018 8 23,Pleuronectidae1,1,1
ppo 2018 8 23,Pleuronichthys coenosus,0,0
ppo 2018 8 23,Rhacochilus vacca,2,1
ppo 2018 8 23,Rhinogobiops nicholsii,0,0
ppo 2018 8 23,Rimicola muscarum,0,0
ppo 2018 8 23,Salvelinus malma,0,0
ppo 2018 8 23,Scorpaenichthys marmoratus,0,0
ppo 2018 8 23,Sebastes paucispinis,0,0
ppo 2018 8 23,Sebastes1,0,0
ppo 2018 8 23,Sebastes2,105,1
ppo 2018 8 23,Synchirus gilli,0,0
ppo 2018 8 23,Syngnathus leptorhynchus,9,1
ppo 2018 8 23,Trichodon trichodon,0,0
ppo 2019 7 31,Ammodytes1,0,0
ppo 2019 7 31,Amphistichus rhodoterus,0,0
ppo 2019 7 31,Anoplarchus1,1,1
ppo 2019 7 31,Apodichthys flavidus,1,1
ppo 2019 7 31,Artedius1,7,1
ppo 2019 7 31,Ascelichthys rhodorus,0,0
ppo 2019 7 31,Aulorhynchus flavidus,0,0
ppo 2019 7 31,Blepsias cirrhosus,0,0
ppo 2019 7 31,Brachyistius frenatus,4,1
ppo 2019 7 31,Chitonotus pugetensis,0,0
ppo 2019 7 31,Citharichthys1,1,1
ppo 2019 7 31,Clinocottus acuticeps,0,0
ppo 2019 7 31,Clupea pallasii,0,0
ppo 2019 7 31,Cymatogaster aggregata,283,1
ppo 2019 7 31,Embiotoca lateralis,1,1
ppo 2019 7 31,Enophrys bison,3,1
ppo 2019 7 31,Gadus chalcogrammus,0,0
ppo 2019 7 31,Gadus macrocephalus,0,0
ppo 2019 7 31,Gasterosteus aculeatus,3,1
ppo 2019 7 31,Gibbonsia metzi,0,0
ppo 2019 7 31,Gobiesox maeandricus,0,0
ppo 2019 7 31,Hemilepidotus hemilepidotus,0,0
ppo 2019 7 31,Hexagrammos decagrammus,0,0
ppo 2019 7 31,Hexagrammos stelleri,0,0
ppo 2019 7 31,Hexagrammos1,0,0
ppo 2019 7 31,Hypomesus pretiosus,0,0
ppo 2019 7 31,Jordania zonope,0,0
ppo 2019 7 31,Lepidogobius lepidus,0,0
ppo 2019 7 31,Lepidopsetta1,0,0
ppo 2019 7 31,Leptocottus armatus,2,1
ppo 2019 7 31,Lumpenus sagitta,0,0
ppo 2019 7 31,Microgadus proximus,0,0
ppo 2019 7 31,Myoxocephalus1,1,1
ppo 2019 7 31,Odontopyxis trispinosa,0,0
ppo 2019 7 31,Oligocottus rimensis,0,0
ppo 2019 7 31,Oligocottus1,281,1
ppo 2019 7 31,Oncorhynchus kisutch,0,0
ppo 2019 7 31,Oncorhynchus tshawytscha,0,0
ppo 2019 7 31,Ophiodon elongatus,1,1
ppo 2019 7 31,Oxylebius pictus,0,0
ppo 2019 7 31,Pallasina barbata,0,0
ppo 2019 7 31,Pholis1,8,1
ppo 2019 7 31,Platichthys stellatus,0,0
ppo 2019 7 31,Pleuronectidae1,0,0
ppo 2019 7 31,Pleuronichthys coenosus,0,0
ppo 2019 7 31,Rhacochilus vacca,0,0
ppo 2019 7 31,Rhinogobiops nicholsii,1,1
ppo 2019 7 31,Rimicola muscarum,0,0
ppo 2019 7 31,Salvelinus malma,0,0
ppo 2019 7 31,Scorpaenichthys marmoratus,1,1
ppo 2019 7 31,Sebastes paucispinis,0,0
ppo 2019 7 31,Sebastes1,0,0
ppo 2019 7 31,Sebastes2,0,0
ppo 2019 7 31,Synchirus gilli,0,0
ppo 2019 7 31,Syngnathus leptorhynchus,19,1
ppo 2019 7 31,Trichodon trichodon,0,0
ppo 2020 7 21,Ammodytes1,0,0
ppo 2020 7 21,Amphistichus rhodoterus,0,0
ppo 2020 7 21,Anoplarchus1,0,0
ppo 2020 7 21,Apodichthys flavidus,0,0
ppo 2020 7 21,Artedius1,12,1
ppo 2020 7 21,Ascelichthys rhodorus,0,0
ppo 2020 7 21,Aulorhynchus flavidus,1,1
ppo 2020 7 21,Blepsias cirrhosus,0,0
ppo 2020 7 21,Brachyistius frenatus,0,0
ppo 2020 7 21,Chitonotus pugetensis,1,1
ppo 2020 7 21,Citharichthys1,0,0
ppo 2020 7 21,Clinocottus acuticeps,0,0
ppo 2020 7 21,Clupea pallasii,0,0
ppo 2020 7 21,Cymatogaster aggregata,624,1
ppo 2020 7 21,Embiotoca lateralis,0,0
ppo 2020 7 21,Enophrys bison,0,0
ppo 2020 7 21,Gadus chalcogrammus,0,0
ppo 2020 7 21,Gadus macrocephalus,0,0
ppo 2020 7 21,Gasterosteus aculeatus,170,1
ppo 2020 7 21,Gibbonsia metzi,0,0
ppo 2020 7 21,Gobiesox maeandricus,0,0
ppo 2020 7 21,Hemilepidotus hemilepidotus,0,0
ppo 2020 7 21,Hexagrammos decagrammus,0,0
ppo 2020 7 21,Hexagrammos stelleri,0,0
ppo 2020 7 21,Hexagrammos1,0,0
ppo 2020 7 21,Hypomesus pretiosus,0,0
ppo 2020 7 21,Jordania zonope,0,0
ppo 2020 7 21,Lepidogobius lepidus,0,0
ppo 2020 7 21,Lepidopsetta1,0,0
ppo 2020 7 21,Leptocottus armatus,3,1
ppo 2020 7 21,Lumpenus sagitta,0,0
ppo 2020 7 21,Microgadus proximus,0,0
ppo 2020 7 21,Myoxocephalus1,0,0
ppo 2020 7 21,Odontopyxis trispinosa,0,0
ppo 2020 7 21,Oligocottus rimensis,0,0
ppo 2020 7 21,Oligocottus1,47,1
ppo 2020 7 21,Oncorhynchus kisutch,0,0
ppo 2020 7 21,Oncorhynchus tshawytscha,0,0
ppo 2020 7 21,Ophiodon elongatus,6,1
ppo 2020 7 21,Oxylebius pictus,0,0
ppo 2020 7 21,Pallasina barbata,0,0
ppo 2020 7 21,Pholis1,1,1
ppo 2020 7 21,Platichthys stellatus,0,0
ppo 2020 7 21,Pleuronectidae1,5,1
ppo 2020 7 21,Pleuronichthys coenosus,0,0
ppo 2020 7 21,Rhacochilus vacca,0,0
ppo 2020 7 21,Rhinogobiops nicholsii,1,1
ppo 2020 7 21,Rimicola muscarum,0,0
ppo 2020 7 21,Salvelinus malma,0,0
ppo 2020 7 21,Scorpaenichthys marmoratus,0,0
ppo 2020 7 21,Sebastes paucispinis,0,0
ppo 2020 7 21,Sebastes1,0,0
ppo 2020 7 21,Sebastes2,0,0
ppo 2020 7 21,Synchirus gilli,0,0
ppo 2020 7 21,Syngnathus leptorhynchus,45,1
ppo 2020 7 21,Trichodon trichodon,0,0
sni1 2018 7 16,Ammodytes1,0,0
sni1 2018 7 16,Amphistichus rhodoterus,0,0
sni1 2018 7 16,Anoplarchus1,1,1
sni1 2018 7 16,Apodichthys flavidus,0,0
sni1 2018 7 16,Artedius1,0,0
sni1 2018 7 16,Ascelichthys rhodorus,0,0
sni1 2018 7 16,Aulorhynchus flavidus,10,1
sni1 2018 7 16,Blepsias cirrhosus,0,0
sni1 2018 7 16,Brachyistius frenatus,0,0
sni1 2018 7 16,Chitonotus pugetensis,0,0
sni1 2018 7 16,Citharichthys1,10,1
sni1 2018 7 16,Clinocottus acuticeps,0,0
sni1 2018 7 16,Clupea pallasii,117,1
sni1 2018 7 16,Cymatogaster aggregata,0,0
sni1 2018 7 16,Embiotoca lateralis,0,0
sni1 2018 7 16,Enophrys bison,0,0
sni1 2018 7 16,Gadus chalcogrammus,0,0
sni1 2018 7 16,Gadus macrocephalus,0,0
sni1 2018 7 16,Gasterosteus aculeatus,0,0
sni1 2018 7 16,Gibbonsia metzi,0,0
sni1 2018 7 16,Gobiesox maeandricus,0,0
sni1 2018 7 16,Hemilepidotus hemilepidotus,0,0
sni1 2018 7 16,Hexagrammos decagrammus,0,0
sni1 2018 7 16,Hexagrammos stelleri,0,0
sni1 2018 7 16,Hexagrammos1,0,0
sni1 2018 7 16,Hypomesus pretiosus,0,0
sni1 2018 7 16,Jordania zonope,0,0
sni1 2018 7 16,Lepidogobius lepidus,0,0
sni1 2018 7 16,Lepidopsetta1,0,0
sni1 2018 7 16,Leptocottus armatus,0,0
sni1 2018 7 16,Lumpenus sagitta,17,1
sni1 2018 7 16,Microgadus proximus,0,0
sni1 2018 7 16,Myoxocephalus1,15,1
sni1 2018 7 16,Odontopyxis trispinosa,0,0
sni1 2018 7 16,Oligocottus rimensis,0,0
sni1 2018 7 16,Oligocottus1,88,1
sni1 2018 7 16,Oncorhynchus kisutch,0,0
sni1 2018 7 16,Oncorhynchus tshawytscha,4,1
sni1 2018 7 16,Ophiodon elongatus,3,1
sni1 2018 7 16,Oxylebius pictus,0,0
