dat_site,LCT_shared,abundance,p_a
sni1 2018 7 16,Pallasina barbata,0,0
sni1 2018 7 16,Pholis1,37,1
sni1 2018 7 16,Platichthys stellatus,0,0
sni1 2018 7 16,Pleuronectidae1,0,0
sni1 2018 7 16,Pleuronichthys coenosus,0,0
sni1 2018 7 16,Rhacochilus vacca,0,0
sni1 2018 7 16,Rhinogobiops nicholsii,0,0
sni1 2018 7 16,Rimicola muscarum,0,0
sni1 2018 7 16,Salvelinus malma,0,0
sni1 2018 7 16,Scorpaenichthys marmoratus,0,0
sni1 2018 7 16,Sebastes paucispinis,0,0
sni1 2018 7 16,Sebastes1,0,0
sni1 2018 7 16,Sebastes2,0,0
sni1 2018 7 16,Synchirus gilli,0,0
sni1 2018 7 16,Syngnathus leptorhynchus,27,1
sni1 2018 7 16,Trichodon trichodon,0,0
sni2 2018 7 16,Ammodytes1,7,1
sni2 2018 7 16,Amphistichus rhodoterus,0,0
sni2 2018 7 16,Anoplarchus1,0,0
sni2 2018 7 16,Apodichthys flavidus,0,0
sni2 2018 7 16,Artedius1,0,0
sni2 2018 7 16,Ascelichthys rhodorus,0,0
sni2 2018 7 16,Aulorhynchus flavidus,0,0
sni2 2018 7 16,Blepsias cirrhosus,0,0
sni2 2018 7 16,Brachyistius frenatus,0,0
sni2 2018 7 16,Chitonotus pugetensis,0,0
sni2 2018 7 16,Citharichthys1,7,1
sni2 2018 7 16,Clinocottus acuticeps,0,0
sni2 2018 7 16,Clupea pallasii,183,1
sni2 2018 7 16,Cymatogaster aggregata,0,0
sni2 2018 7 16,Embiotoca lateralis,0,0
sni2 2018 7 16,Enophrys bison,1,1
sni2 2018 7 16,Gadus chalcogrammus,0,0
sni2 2018 7 16,Gadus macrocephalus,0,0
sni2 2018 7 16,Gasterosteus aculeatus,0,0
sni2 2018 7 16,Gibbonsia metzi,0,0
sni2 2018 7 16,Gobiesox maeandricus,1,1
sni2 2018 7 16,Hemilepidotus hemilepidotus,0,0
sni2 2018 7 16,Hexagrammos decagrammus,4,1
sni2 2018 7 16,Hexagrammos stelleri,0,0
sni2 2018 7 16,Hexagrammos1,0,0
sni2 2018 7 16,Hypomesus pretiosus,0,0
sni2 2018 7 16,Jordania zonope,0,0
sni2 2018 7 16,Lepidogobius lepidus,0,0
sni2 2018 7 16,Lepidopsetta1,0,0
sni2 2018 7 16,Leptocottus armatus,0,0
sni2 2018 7 16,Lumpenus sagitta,0,0
sni2 2018 7 16,Microgadus proximus,0,0
sni2 2018 7 16,Myoxocephalus1,14,1
sni2 2018 7 16,Odontopyxis trispinosa,0,0
sni2 2018 7 16,Oligocottus rimensis,0,0
sni2 2018 7 16,Oligocottus1,4,1
sni2 2018 7 16,Oncorhynchus kisutch,0,0
sni2 2018 7 16,Oncorhynchus tshawytscha,0,0
sni2 2018 7 16,Ophiodon elongatus,0,0
sni2 2018 7 16,Oxylebius pictus,0,0
sni2 2018 7 16,Pallasina barbata,0,0
sni2 2018 7 16,Pholis1,9,1
sni2 2018 7 16,Platichthys stellatus,0,0
sni2 2018 7 16,Pleuronectidae1,25,1
sni2 2018 7 16,Pleuronichthys coenosus,0,0
sni2 2018 7 16,Rhacochilus vacca,0,0
sni2 2018 7 16,Rhinogobiops nicholsii,4,1
sni2 2018 7 16,Rimicola muscarum,0,0
sni2 2018 7 16,Salvelinus malma,0,0
sni2 2018 7 16,Scorpaenichthys marmoratus,1,1
sni2 2018 7 16,Sebastes paucispinis,0,0
sni2 2018 7 16,Sebastes1,0,0
sni2 2018 7 16,Sebastes2,0,0
sni2 2018 7 16,Synchirus gilli,0,0
sni2 2018 7 16,Syngnathus leptorhynchus,0,0
sni2 2018 7 16,Trichodon trichodon,0,0
ssp 2018 7 12,Ammodytes1,1,1
ssp 2018 7 12,Amphistichus rhodoterus,0,0
ssp 2018 7 12,Anoplarchus1,0,0
ssp 2018 7 12,Apodichthys flavidus,5,1
ssp 2018 7 12,Artedius1,0,0
ssp 2018 7 12,Ascelichthys rhodorus,0,0
ssp 2018 7 12,Aulorhynchus flavidus,5,1
ssp 2018 7 12,Blepsias cirrhosus,12,1
ssp 2018 7 12,Brachyistius frenatus,0,0
ssp 2018 7 12,Chitonotus pugetensis,0,0
ssp 2018 7 12,Citharichthys1,207,1
ssp 2018 7 12,Clinocottus acuticeps,0,0
ssp 2018 7 12,Clupea pallasii,1,1
ssp 2018 7 12,Cymatogaster aggregata,12,1
ssp 2018 7 12,Embiotoca lateralis,0,0
ssp 2018 7 12,Enophrys bison,0,0
ssp 2018 7 12,Gadus chalcogrammus,0,0
ssp 2018 7 12,Gadus macrocephalus,0,0
ssp 2018 7 12,Gasterosteus aculeatus,0,0
ssp 2018 7 12,Gibbonsia metzi,0,0
ssp 2018 7 12,Gobiesox maeandricus,0,0
ssp 2018 7 12,Hemilepidotus hemilepidotus,1,1
ssp 2018 7 12,Hexagrammos decagrammus,12,1
ssp 2018 7 12,Hexagrammos stelleri,0,0
ssp 2018 7 12,Hexagrammos1,2,1
ssp 2018 7 12,Hypomesus pretiosus,0,0
ssp 2018 7 12,Jordania zonope,0,0
ssp 2018 7 12,Lepidogobius lepidus,0,0
ssp 2018 7 12,Lepidopsetta1,0,0
ssp 2018 7 12,Leptocottus armatus,0,0
ssp 2018 7 12,Lumpenus sagitta,0,0
ssp 2018 7 12,Microgadus proximus,0,0
ssp 2018 7 12,Myoxocephalus1,0,0
ssp 2018 7 12,Odontopyxis trispinosa,0,0
ssp 2018 7 12,Oligocottus rimensis,0,0
ssp 2018 7 12,Oligocottus1,0,0
ssp 2018 7 12,Oncorhynchus kisutch,0,0
ssp 2018 7 12,Oncorhynchus tshawytscha,0,0
ssp 2018 7 12,Ophiodon elongatus,3,1
ssp 2018 7 12,Oxylebius pictus,0,0
ssp 2018 7 12,Pallasina barbata,0,0
ssp 2018 7 12,Pholis1,1,1
ssp 2018 7 12,Platichthys stellatus,1,1
ssp 2018 7 12,Pleuronectidae1,311,1
ssp 2018 7 12,Pleuronichthys coenosus,1,1
ssp 2018 7 12,Rhacochilus vacca,0,0
ssp 2018 7 12,Rhinogobiops nicholsii,0,0
ssp 2018 7 12,Rimicola muscarum,0,0
ssp 2018 7 12,Salvelinus malma,0,0
ssp 2018 7 12,Scorpaenichthys marmoratus,0,0
ssp 2018 7 12,Sebastes paucispinis,0,0
ssp 2018 7 12,Sebastes1,9,1
ssp 2018 7 12,Sebastes2,0,0
ssp 2018 7 12,Synchirus gilli,0,0
ssp 2018 7 12,Syngnathus leptorhynchus,2,1
ssp 2018 7 12,Trichodon trichodon,0,0
ssp 2018 8 24,Ammodytes1,72,1
ssp 2018 8 24,Amphistichus rhodoterus,0,0
ssp 2018 8 24,Anoplarchus1,0,0
ssp 2018 8 24,Apodichthys flavidus,0,0
ssp 2018 8 24,Artedius1,0,0
ssp 2018 8 24,Ascelichthys rhodorus,0,0
ssp 2018 8 24,Aulorhynchus flavidus,0,0
ssp 2018 8 24,Blepsias cirrhosus,0,0
ssp 2018 8 24,Brachyistius frenatus,0,0
ssp 2018 8 24,Chitonotus pugetensis,0,0
ssp 2018 8 24,Citharichthys1,41,1
ssp 2018 8 24,Clinocottus acuticeps,0,0
ssp 2018 8 24,Clupea pallasii,9,1
ssp 2018 8 24,Cymatogaster aggregata,0,0
ssp 2018 8 24,Embiotoca lateralis,2,1
ssp 2018 8 24,Enophrys bison,0,0
ssp 2018 8 24,Gadus chalcogrammus,0,0
ssp 2018 8 24,Gadus macrocephalus,0,0
ssp 2018 8 24,Gasterosteus aculeatus,1,1
ssp 2018 8 24,Gibbonsia metzi,0,0
ssp 2018 8 24,Gobiesox maeandricus,0,0
ssp 2018 8 24,Hemilepidotus hemilepidotus,0,0
ssp 2018 8 24,Hexagrammos decagrammus,0,0
ssp 2018 8 24,Hexagrammos stelleri,2,1
ssp 2018 8 24,Hexagrammos1,0,0
ssp 2018 8 24,Hypomesus pretiosus,0,0
ssp 2018 8 24,Jordania zonope,0,0
ssp 2018 8 24,Lepidogobius lepidus,0,0
ssp 2018 8 24,Lepidopsetta1,0,0
ssp 2018 8 24,Leptocottus armatus,2,1
ssp 2018 8 24,Lumpenus sagitta,0,0
ssp 2018 8 24,Microgadus proximus,0,0
ssp 2018 8 24,Myoxocephalus1,0,0
ssp 2018 8 24,Odontopyxis trispinosa,0,0
ssp 2018 8 24,Oligocottus rimensis,1,1
ssp 2018 8 24,Oligocottus1,0,0
ssp 2018 8 24,Oncorhynchus kisutch,0,0
ssp 2018 8 24,Oncorhynchus tshawytscha,0,0
ssp 2018 8 24,Ophiodon elongatus,0,0
ssp 2018 8 24,Oxylebius pictus,0,0
ssp 2018 8 24,Pallasina barbata,0,0
ssp 2018 8 24,Pholis1,0,0
ssp 2018 8 24,Platichthys stellatus,0,0
ssp 2018 8 24,Pleuronectidae1,134,1
ssp 2018 8 24,Pleuronichthys coenosus,0,0
ssp 2018 8 24,Rhacochilus vacca,0,0
ssp 2018 8 24,Rhinogobiops nicholsii,0,0
ssp 2018 8 24,Rimicola muscarum,0,0
ssp 2018 8 24,Salvelinus malma,0,0
ssp 2018 8 24,Scorpaenichthys marmoratus,0,0
ssp 2018 8 24,Sebastes paucispinis,0,0
ssp 2018 8 24,Sebastes1,0,0
ssp 2018 8 24,Sebastes2,0,0
ssp 2018 8 24,Synchirus gilli,0,0
ssp 2018 8 24,Syngnathus leptorhynchus,0,0
ssp 2018 8 24,Trichodon trichodon,0,0
ssp 2019 7 30,Ammodytes1,42,1
ssp 2019 7 30,Amphistichus rhodoterus,0,0
ssp 2019 7 30,Anoplarchus1,0,0
ssp 2019 7 30,Apodichthys flavidus,2,1
ssp 2019 7 30,Artedius1,0,0
ssp 2019 7 30,Ascelichthys rhodorus,0,0
ssp 2019 7 30,Aulorhynchus flavidus,0,0
ssp 2019 7 30,Blepsias cirrhosus,0,0
ssp 2019 7 30,Brachyistius frenatus,0,0
ssp 2019 7 30,Chitonotus pugetensis,0,0
ssp 2019 7 30,Citharichthys1,149,1
ssp 2019 7 30,Clinocottus acuticeps,0,0
ssp 2019 7 30,Clupea pallasii,0,0
ssp 2019 7 30,Cymatogaster aggregata,85,1
ssp 2019 7 30,Embiotoca lateralis,0,0
ssp 2019 7 30,Enophrys bison,0,0
ssp 2019 7 30,Gadus chalcogrammus,0,0
ssp 2019 7 30,Gadus macrocephalus,0,0
ssp 2019 7 30,Gasterosteus aculeatus,0,0
ssp 2019 7 30,Gibbonsia metzi,0,0
ssp 2019 7 30,Gobiesox maeandricus,0,0
ssp 2019 7 30,Hemilepidotus hemilepidotus,0,0
ssp 2019 7 30,Hexagrammos decagrammus,0,0
ssp 2019 7 30,Hexagrammos stelleri,3,1
ssp 2019 7 30,Hexagrammos1,0,0
ssp 2019 7 30,Hypomesus pretiosus,0,0
ssp 2019 7 30,Jordania zonope,0,0
ssp 2019 7 30,Lepidogobius lepidus,0,0
ssp 2019 7 30,Lepidopsetta1,0,0
ssp 2019 7 30,Leptocottus armatus,5,1
ssp 2019 7 30,Lumpenus sagitta,0,0
ssp 2019 7 30,Microgadus proximus,0,0
ssp 2019 7 30,Myoxocephalus1,0,0
ssp 2019 7 30,Odontopyxis trispinosa,0,0
ssp 2019 7 30,Oligocottus rimensis,0,0
ssp 2019 7 30,Oligocottus1,0,0
ssp 2019 7 30,Oncorhynchus kisutch,0,0
ssp 2019 7 30,Oncorhynchus tshawytscha,0,0
ssp 2019 7 30,Ophiodon elongatus,0,0
ssp 2019 7 30,Oxylebius pictus,0,0
ssp 2019 7 30,Pallasina barbata,0,0
ssp 2019 7 30,Pholis1,0,0
ssp 2019 7 30,Platichthys stellatus,4,1
ssp 2019 7 30,Pleuronectidae1,165,1
ssp 2019 7 30,Pleuronichthys coenosus,1,1
ssp 2019 7 30,Rhacochilus vacca,0,0
ssp 2019 7 30,Rhinogobiops nicholsii,0,0
ssp 2019 7 30,Rimicola muscarum,0,0
ssp 2019 7 30,Salvelinus malma,0,0
ssp 2019 7 30,Scorpaenichthys marmoratus,4,1
ssp 2019 7 30,Sebastes paucispinis,0,0
ssp 2019 7 30,Sebastes1,0,0
ssp 2019 7 30,Sebastes2,0,0
ssp 2019 7 30,Synchirus gilli,0,0
ssp 2019 7 30,Syngnathus leptorhynchus,0,0
ssp 2019 7 30,Trichodon trichodon,0,0
ssp 2020 7 20,Ammodytes1,0,0
ssp 2020 7 20,Amphistichus rhodoterus,0,0
ssp 2020 7 20,Anoplarchus1,0,0
ssp 2020 7 20,Apodichthys flavidus,6,1
ssp 2020 7 20,Artedius1,0,0
ssp 2020 7 20,Ascelichthys rhodorus,0,0
ssp 2020 7 20,Aulorhynchus flavidus,0,0
ssp 2020 7 20,Blepsias cirrhosus,2,1
ssp 2020 7 20,Brachyistius frenatus,0,0
ssp 2020 7 20,Chitonotus pugetensis,0,0
ssp 2020 7 20,Citharichthys1,29,1
ssp 2020 7 20,Clinocottus acuticeps,0,0
ssp 2020 7 20,Clupea pallasii,0,0
ssp 2020 7 20,Cymatogaster aggregata,9,1
ssp 2020 7 20,Embiotoca lateralis,1,1
ssp 2020 7 20,Enophrys bison,0,0
ssp 2020 7 20,Gadus chalcogrammus,0,0
ssp 2020 7 20,Gadus macrocephalus,0,0
ssp 2020 7 20,Gasterosteus aculeatus,2,1
ssp 2020 7 20,Gibbonsia metzi,0,0
ssp 2020 7 20,Gobiesox maeandricus,0,0
ssp 2020 7 20,Hemilepidotus hemilepidotus,0,0
ssp 2020 7 20,Hexagrammos decagrammus,32,1
ssp 2020 7 20,Hexagrammos stelleri,2,1
ssp 2020 7 20,Hexagrammos1,8,1
ssp 2020 7 20,Hypomesus pretiosus,0,0
ssp 2020 7 20,Jordania zonope,0,0
ssp 2020 7 20,Lepidogobius lepidus,0,0
ssp 2020 7 20,Lepidopsetta1,0,0
ssp 2020 7 20,Leptocottus armatus,2,1
ssp 2020 7 20,Lumpenus sagitta,0,0
ssp 2020 7 20,Microgadus proximus,0,0
ssp 2020 7 20,Myoxocephalus1,0,0
ssp 2020 7 20,Odontopyxis trispinosa,0,0
ssp 2020 7 20,Oligocottus rimensis,0,0
ssp 2020 7 20,Oligocottus1,0,0
ssp 2020 7 20,Oncorhynchus kisutch,0,0
ssp 2020 7 20,Oncorhynchus tshawytscha,0,0
ssp 2020 7 20,Ophiodon elongatus,7,1
ssp 2020 7 20,Oxylebius pictus,1,1
ssp 2020 7 20,Pallasina barbata,0,0
ssp 2020 7 20,Pholis1,0,0
ssp 2020 7 20,Platichthys stellatus,0,0
ssp 2020 7 20,Pleuronectidae1,594,1
ssp 2020 7 20,Pleuronichthys coenosus,2,1
ssp 2020 7 20,Rhacochilus vacca,0,0
ssp 2020 7 20,Rhinogobiops nicholsii,0,0
ssp 2020 7 20,Rimicola muscarum,0,0
ssp 2020 7 20,Salvelinus malma,0,0
ssp 2020 7 20,Scorpaenichthys marmoratus,3,1
ssp 2020 7 20,Sebastes paucispinis,0,0
ssp 2020 7 20,Sebastes1,7,1
ssp 2020 7 20,Sebastes2,0,0
ssp 2020 7 20,Synchirus gilli,0,0
ssp 2020 7 20,Syngnathus leptorhynchus,0,0
ssp 2020 7 20,Trichodon trichodon,0,0
wfb 2018 7 12,Ammodytes1,967,1
wfb 2018 7 12,Amphistichus rhodoterus,0,0
wfb 2018 7 12,Anoplarchus1,0,0
wfb 2018 7 12,Apodichthys flavidus,1,1
wfb 2018 7 12,Artedius1,0,0
wfb 2018 7 12,Ascelichthys rhodorus,0,0
wfb 2018 7 12,Aulorhynchus flavidus,0,0
wfb 2018 7 12,Blepsias cirrhosus,0,0
wfb 2018 7 12,Brachyistius frenatus,0,0
wfb 2018 7 12,Chitonotus pugetensis,0,0
wfb 2018 7 12,Citharichthys1,117,1
wfb 2018 7 12,Clinocottus acuticeps,0,0
wfb 2018 7 12,Clupea pallasii,64,1
wfb 2018 7 12,Cymatogaster aggregata,0,0
wfb 2018 7 12,Embiotoca lateralis,0,0
wfb 2018 7 12,Enophrys bison,0,0
wfb 2018 7 12,Gadus chalcogrammus,0,0
wfb 2018 7 12,Gadus macrocephalus,0,0
wfb 2018 7 12,Gasterosteus aculeatus,0,0
wfb 2018 7 12,Gibbonsia metzi,0,0
wfb 2018 7 12,Gobiesox maeandricus,0,0
wfb 2018 7 12,Hemilepidotus hemilepidotus,0,0
wfb 2018 7 12,Hexagrammos decagrammus,0,0
wfb 2018 7 12,Hexagrammos stelleri,0,0
wfb 2018 7 12,Hexagrammos1,0,0
wfb 2018 7 12,Hypomesus pretiosus,49,1
wfb 2018 7 12,Jordania zonope,0,0
wfb 2018 7 12,Lepidogobius lepidus,0,0
wfb 2018 7 12,Lepidopsetta1,0,0
wfb 2018 7 12,Leptocottus armatus,24,1
wfb 2018 7 12,Lumpenus sagitta,0,0
wfb 2018 7 12,Microgadus proximus,0,0
wfb 2018 7 12,Myoxocephalus1,0,0
wfb 2018 7 12,Odontopyxis trispinosa,0,0
wfb 2018 7 12,Oligocottus rimensis,0,0
wfb 2018 7 12,Oligocottus1,0,0
wfb 2018 7 12,Oncorhynchus kisutch,0,0
wfb 2018 7 12,Oncorhynchus tshawytscha,0,0
wfb 2018 7 12,Ophiodon elongatus,0,0
wfb 2018 7 12,Oxylebius pictus,0,0
wfb 2018 7 12,Pallasina barbata,0,0
wfb 2018 7 12,Pholis1,0,0
wfb 2018 7 12,Platichthys stellatus,0,0
wfb 2018 7 12,Pleuronectidae1,269,1
wfb 2018 7 12,Pleuronichthys coenosus,0,0
wfb 2018 7 12,Rhacochilus vacca,0,0
wfb 2018 7 12,Rhinogobiops nicholsii,0,0
wfb 2018 7 12,Rimicola muscarum,0,0
wfb 2018 7 12,Salvelinus malma,0,0
wfb 2018 7 12,Scorpaenichthys marmoratus,0,0
wfb 2018 7 12,Sebastes paucispinis,0,0
wfb 2018 7 12,Sebastes1,0,0
wfb 2018 7 12,Sebastes2,0,0
wfb 2018 7 12,Synchirus gilli,0,0
wfb 2018 7 12,Syngnathus leptorhynchus,0,0
wfb 2018 7 12,Trichodon trichodon,0,0
wfb 2018 8 24,Ammodytes1,3240,1
wfb 2018 8 24,Amphistichus rhodoterus,0,0
wfb 2018 8 24,Anoplarchus1,0,0
wfb 2018 8 24,Apodichthys flavidus,0,0
wfb 2018 8 24,Artedius1,0,0
wfb 2018 8 24,Ascelichthys rhodorus,0,0
wfb 2018 8 24,Aulorhynchus flavidus,1,1
wfb 2018 8 24,Blepsias cirrhosus,0,0
wfb 2018 8 24,Brachyistius frenatus,0,0
wfb 2018 8 24,Chitonotus pugetensis,0,0
wfb 2018 8 24,Citharichthys1,47,1
wfb 2018 8 24,Clinocottus acuticeps,0,0
wfb 2018 8 24,Clupea pallasii,0,0
wfb 2018 8 24,Cymatogaster aggregata,0,0
wfb 2018 8 24,Embiotoca lateralis,0,0
wfb 2018 8 24,Enophrys bison,0,0
wfb 2018 8 24,Gadus chalcogrammus,0,0
wfb 2018 8 24,Gadus macrocephalus,0,0
wfb 2018 8 24,Gasterosteus aculeatus,0,0
wfb 2018 8 24,Gibbonsia metzi,0,0
wfb 2018 8 24,Gobiesox maeandricus,0,0
wfb 2018 8 24,Hemilepidotus hemilepidotus,0,0
wfb 2018 8 24,Hexagrammos decagrammus,0,0
wfb 2018 8 24,Hexagrammos stelleri,0,0
wfb 2018 8 24,Hexagrammos1,0,0
wfb 2018 8 24,Hypomesus pretiosus,1,1
wfb 2018 8 24,Jordania zonope,0,0
wfb 2018 8 24,Lepidogobius lepidus,0,0
wfb 2018 8 24,Lepidopsetta1,0,0
wfb 2018 8 24,Leptocottus armatus,98,1
wfb 2018 8 24,Lumpenus sagitta,0,0
wfb 2018 8 24,Microgadus proximus,0,0
wfb 2018 8 24,Myoxocephalus1,0,0
wfb 2018 8 24,Odontopyxis trispinosa,0,0
wfb 2018 8 24,Oligocottus rimensis,0,0
wfb 2018 8 24,Oligocottus1,0,0
wfb 2018 8 24,Oncorhynchus kisutch,0,0
wfb 2018 8 24,Oncorhynchus tshawytscha,0,0
wfb 2018 8 24,Ophiodon elongatus,0,0
wfb 2018 8 24,Oxylebius pictus,0,0
wfb 2018 8 24,Pallasina barbata,0,0
wfb 2018 8 24,Pholis1,0,0
wfb 2018 8 24,Platichthys stellatus,7,1
wfb 2018 8 24,Pleuronectidae1,109,1
wfb 2018 8 24,Pleuronichthys coenosus,0,0
wfb 2018 8 24,Rhacochilus vacca,0,0
wfb 2018 8 24,Rhinogobiops nicholsii,0,0
wfb 2018 8 24,Rimicola muscarum,0,0
wfb 2018 8 24,Salvelinus malma,0,0
wfb 2018 8 24,Scorpaenichthys marmoratus,0,0
wfb 2018 8 24,Sebastes paucispinis,0,0
wfb 2018 8 24,Sebastes1,0,0
wfb 2018 8 24,Sebastes2,0,0
wfb 2018 8 24,Synchirus gilli,0,0
wfb 2018 8 24,Syngnathus leptorhynchus,0,0
wfb 2018 8 24,Trichodon trichodon,0,0
wfb 2019 7 30,Ammodytes1,1153,1
wfb 2019 7 30,Amphistichus rhodoterus,0,0
wfb 2019 7 30,Anoplarchus1,0,0
wfb 2019 7 30,Apodichthys flavidus,2,1
wfb 2019 7 30,Artedius1,0,0
wfb 2019 7 30,Ascelichthys rhodorus,0,0
wfb 2019 7 30,Aulorhynchus flavidus,1,1
wfb 2019 7 30,Blepsias cirrhosus,0,0
wfb 2019 7 30,Brachyistius frenatus,0,0
wfb 2019 7 30,Chitonotus pugetensis,0,0
wfb 2019 7 30,Citharichthys1,177,1
wfb 2019 7 30,Clinocottus acuticeps,0,0
wfb 2019 7 30,Clupea pallasii,4,1
wfb 2019 7 30,Cymatogaster aggregata,0,0
wfb 2019 7 30,Embiotoca lateralis,0,0
wfb 2019 7 30,Enophrys bison,0,0
wfb 2019 7 30,Gadus chalcogrammus,0,0
wfb 2019 7 30,Gadus macrocephalus,0,0
wfb 2019 7 30,Gasterosteus aculeatus,0,0
wfb 2019 7 30,Gibbonsia metzi,0,0
wfb 2019 7 30,Gobiesox maeandricus,0,0
wfb 2019 7 30,Hemilepidotus hemilepidotus,0,0
wfb 2019 7 30,Hexagrammos decagrammus,0,0
wfb 2019 7 30,Hexagrammos stelleri,0,0
wfb 2019 7 30,Hexagrammos1,0,0
wfb 2019 7 30,Hypomesus pretiosus,11,1
wfb 2019 7 30,Jordania zonope,0,0
wfb 2019 7 30,Lepidogobius lepidus,0,0
wfb 2019 7 30,Lepidopsetta1,0,0
wfb 2019 7 30,Leptocottus armatus,31,1
wfb 2019 7 30,Lumpenus sagitta,0,0
wfb 2019 7 30,Microgadus proximus,0,0
wfb 2019 7 30,Myoxocephalus1,0,0
wfb 2019 7 30,Odontopyxis trispinosa,0,0
wfb 2019 7 30,Oligocottus rimensis,0,0
wfb 2019 7 30,Oligocottus1,0,0
wfb 2019 7 30,Oncorhynchus kisutch,0,0
wfb 2019 7 30,Oncorhynchus tshawytscha,0,0
wfb 2019 7 30,Ophiodon elongatus,0,0
wfb 2019 7 30,Oxylebius pictus,0,0
wfb 2019 7 30,Pallasina barbata,0,0
wfb 2019 7 30,Pholis1,0,0
wfb 2019 7 30,Platichthys stellatus,1,1
wfb 2019 7 30,Pleuronectidae1,225,1
wfb 2019 7 30,Pleuronichthys coenosus,0,0
wfb 2019 7 30,Rhacochilus vacca,0,0
wfb 2019 7 30,Rhinogobiops nicholsii,0,0
wfb 2019 7 30,Rimicola muscarum,0,0
wfb 2019 7 30,Salvelinus malma,0,0
wfb 2019 7 30,Scorpaenichthys marmoratus,0,0
wfb 2019 7 30,Sebastes paucispinis,0,0
wfb 2019 7 30,Sebastes1,0,0
wfb 2019 7 30,Sebastes2,0,0
wfb 2019 7 30,Synchirus gilli,0,0
wfb 2019 7 30,Syngnathus leptorhynchus,0,0
wfb 2019 7 30,Trichodon trichodon,1,1
wfb 2020 7 20,Ammodytes1,178,1
wfb 2020 7 20,Amphistichus rhodoterus,0,0
wfb 2020 7 20,Anoplarchus1,0,0
wfb 2020 7 20,Apodichthys flavidus,0,0
wfb 2020 7 20,Artedius1,0,0
wfb 2020 7 20,Ascelichthys rhodorus,0,0
wfb 2020 7 20,Aulorhynchus flavidus,0,0
wfb 2020 7 20,Blepsias cirrhosus,0,0
wfb 2020 7 20,Brachyistius frenatus,0,0
wfb 2020 7 20,Chitonotus pugetensis,0,0
wfb 2020 7 20,Citharichthys1,28,1
wfb 2020 7 20,Clinocottus acuticeps,0,0
wfb 2020 7 20,Clupea pallasii,0,0
wfb 2020 7 20,Cymatogaster aggregata,0,0
wfb 2020 7 20,Embiotoca lateralis,0,0
wfb 2020 7 20,Enophrys bison,0,0
wfb 2020 7 20,Gadus chalcogrammus,0,0
wfb 2020 7 20,Gadus macrocephalus,0,0
wfb 2020 7 20,Gasterosteus aculeatus,10,1
wfb 2020 7 20,Gibbonsia metzi,0,0
wfb 2020 7 20,Gobiesox maeandricus,0,0
wfb 2020 7 20,Hemilepidotus hemilepidotus,0,0
wfb 2020 7 20,Hexagrammos decagrammus,0,0
wfb 2020 7 20,Hexagrammos stelleri,0,0
wfb 2020 7 20,Hexagrammos1,0,0
wfb 2020 7 20,Hypomesus pretiosus,2,1
wfb 2020 7 20,Jordania zonope,0,0
wfb 2020 7 20,Lepidogobius lepidus,0,0
wfb 2020 7 20,Lepidopsetta1,0,0
wfb 2020 7 20,Leptocottus armatus,74,1
wfb 2020 7 20,Lumpenus sagitta,0,0
wfb 2020 7 20,Microgadus proximus,0,0
wfb 2020 7 20,Myoxocephalus1,0,0
wfb 2020 7 20,Odontopyxis trispinosa,0,0
wfb 2020 7 20,Oligocottus rimensis,0,0
wfb 2020 7 20,Oligocottus1,0,0
wfb 2020 7 20,Oncorhynchus kisutch,1,1
wfb 2020 7 20,Oncorhynchus tshawytscha,0,0
wfb 2020 7 20,Ophiodon elongatus,2,1
wfb 2020 7 20,Oxylebius pictus,0,0
wfb 2020 7 20,Pallasina barbata,0,0
wfb 2020 7 20,Pholis1,0,0
wfb 2020 7 20,Platichthys stellatus,0,0
wfb 2020 7 20,Pleuronectidae1,137,1
wfb 2020 7 20,Pleuronichthys coenosus,0,0
wfb 2020 7 20,Rhacochilus vacca,0,0
wfb 2020 7 20,Rhinogobiops nicholsii,0,0
wfb 2020 7 20,Rimicola muscarum,0,0
wfb 2020 7 20,Salvelinus malma,0,0
wfb 2020 7 20,Scorpaenichthys marmoratus,0,0
wfb 2020 7 20,Sebastes paucispinis,0,0
wfb 2020 7 20,Sebastes1,0,0
wfb 2020 7 20,Sebastes2,0,0
wfb 2020 7 20,Synchirus gilli,0,0
wfb 2020 7 20,Syngnathus leptorhynchus,0,0
wfb 2020 7 20,Trichodon trichodon,0,0
